mileage,price,model,year_raw,description,brand,year,engine_size,category
6.0,21935.0,R 1250 GS Light White,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
0.0,6290.0,G 310 GS,New 2023 BMW Dual Sport,"Be spontaneous. Break the routine. With the BMW G 310 GS, your everyday life becomes an adventure. Thanks to the optimized engine with Ride by Wire and a slipper clutch, you can master the urban jungle and make trips into the surrounding areas. Your adventure doesn t have to be big to be unforgettable. What matters is that you experience them every day.",BMW,2023,310.0,Dual Sport
14.0,21205.0,S 1000 RR Black Storm Metallic,New 2023 BMW Sportbike,"The RR is now even more foc  and more precisely geared towards pure performance. For those who increasingly demand more. More from themselves. More each lap. And more from their RR. Simply put: #NeverStopChallenging. Leading the way is a matter of millimeters, especially in the circles the RR has always been a part of. Thats why we have streamlined and evolved the RR where it matters most: from the new steering angle sensor with Brake Slide Assist and Slide Control as well as the integration of M components and improvements to the electronics and crucial processes for modifying the bike for the race track. And all this with a clear goal in mind claiming the pole position over and over again.",BMW,2023,1000.0,Sportbike
0.0,21935.0,R 1250 GS Light White,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
0.0,5785.0,G 310 R,New 2023 BMW Standard,"Wake up with a smile on your face. Because every day is an opportunity to try something new with the BMW G 310 R. It is an intuitive, agile ride thanks to the optimized engine with Ride by Wire and slipper clutch, w",BMW,2023,310.0,Standard
4.0,22735.0,R 1250 GS Rallye,New 2023 BMW Standard,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Standard
6.0,18510.0,R 1250 R Triple Black,New 2023 BMW Standard,"Unadulterated riding pleasure with that classic boxer punch: The BMW R 1250 R. The only thing as exceptional as its drive system using BMW ShiftCam technology is its versatility: Whether sporty and dynamic, pure and classic, or effortless and relaxed: This roadster delivers an incomparable riding experience. Make a clear statement with its power train and maximum torque of 105 lb-ft whenever you want. And with its handling, you are the master of every mile however you want. Simply put: #NeverStopChallenging.",BMW,2023,1250.0,Standard
0.0,23790.0,R 1250 GS Triple Black Factory Low Suspension,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
14.0,18755.0,S 1000 R Black Storm Metallic,New 2023 BMW Standard,"The air is filled with the smell of gas. An engine revs up. Pure power unfolds. Showtime for the BMW S 1000 R. Dynamic Roadster outside, Superbike DNA inside. The chassis and engine carry the genes of the RR. Ultra agile, ultra precise. 165 hp carrying 430 lbs. Even more sophisticated, even more aggressive. For the first time with the optional M Package including M colors and M carbon wheels. Ready for the ultimate challenge. #NeverStopChallenging.",BMW,2023,1000.0,Standard
3.0,25145.0,R1250GSA 1250 GS ADVENTURE,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
14.0,24170.0,R 1250 GS Rallye,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
14.0,24005.0,R 1250 GS Triple Black,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
3.0,23025.0,R 1250 GS Rallye,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
13.0,13135.0,F 750 GS Triple Black,New 2023 BMW Dual Sport,"Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters the routes. The comprehensive standard equipment with ABS Pro, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes Pro, leaves nothing to be desired. And the extra low seat height as special equipment makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the #SpiritofGS.",BMW,2023,750.0,Dual Sport
0.0,23790.0,R 1250 GS Triple Black Factory Low Suspension,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
14.0,16130.0,F 850 GS Triple Black 850 GS ADVENTURE,New 2023 BMW Dual Sport,"Live the challenge. Ride on where others turn back. Turn challenges into opportunities. The BMW F 850 GS is perfectly streamlined for off-roading, as can be seen from its 21-inch front wheel. What matters is your curiosity and what drives you regardless of how far or where you want to ride. The expanded standard equipment and a variety of special equipment and special accessories means that you can easily discover what lies beyond the horizon with the F 850 GS.",BMW,2023,850.0,Dual Sport
15.0,26225.0,R 1250 GS Adventure Rally,New 2023 BMW Dual Sport,"The world is there to be discovered. Theres always something new. The R 1250 GS is the queen of the touring enduro Its just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease.",BMW,2023,1250.0,Dual Sport
13.0,15710.0,F 900 XR Sport,New 2023 BMW Dual Sport,"XR stands for the uncompromising combination of athleticism and long-distance performance: Adrenaline for days, curve for curve. On the F 900 XR, you can keep hunting these curves without stopping mile after mile. Even its thrilling design promises pure performance. While the upright, relaxed sitting position and the wind and weather protector show: Only one person decides when your ride is over you.",BMW,2023,900.0,Dual Sport
0.0,24340.0,R 1250 GS GS Trophy,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
1.0,22999.0,R 18 B Gravity Blue Metallic,New 2023 BMW Cruiser,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, its not all about displacement. The R 18 B goes significantly further. Its made for customizing. Turn it into your unique bike and bring out the #SoulFuel.",BMW,2023,18.0,Cruiser
6.0,12501.0,F 900 R Sport,New 2023 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity.",BMW,2023,900.0,Standard
0.0,21700.0,S 1000 RR Passion,New 2023 BMW Sportbike,"The RR is now even more foc  and more precisely geared towards pure performance. For those who increasingly demand more. More from themselves. More each lap. And more from their RR. Simply put: #NeverStopChallenging. Leading the way is a matter of millimeters, especially in the circles the RR has always been a part of. Thats why we have streamlined and evolved the RR where it matters most: from the new steering angle sensor with Brake Slide Assist and Slide Control as well as the integration of M components and improvements to the electronics and crucial processes for modifying the bike for the race track. And all this with a clear goal in mind claiming the pole position over and over again.",BMW,2023,1000.0,Sportbike
3.0,27460.0,R 18 Transcontinental,New 2023 BMW Cruiser,"The 2023 R18 Transcontinental in Black Storm Metallic with Black Engine! Equipped with Adaptive Cruise Control along with the Premium Packages which include Reverse Assist, Keyless Ride, Headlight Pro, Heated Grips, Marshall audio system and more. Financing available O.A.C. with up to 90 days until your first payment is due and we can arrange vehicle delivery anywhere in the U.S.  Easy Ride example monthly payment is based on $27460 MSRP, 48 month contract, 0.9% APR, 30 days to first payment, $1000 down payment and a $12359.25 balloon payment. Excludes tax and DMV fees.",BMW,2023,18.0,Cruiser
10.0,26510.0,R 1250 RT,New 2023 BMW Standard,POWERFUL MACHINE SO YOU ARRIVE RELAXED AT YOUR DESTINATION,BMW,2023,1250.0,Standard
14.0,25410.0,R1250GS ADVENTURE 1250 GS ADVENTURE,New 2023 BMW Dual Sport,"The BMW R 1250 GS Adventure;;No destination is too far;;The world is there to be discovered. There's always something new. The R 1250 GS is the queen of the touring enduro It's just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease. Because we know: Your ideas for travelling the world are endless. Just typical #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
6.0,23150.0,R 1250 GS Rallye,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
0.0,27083.0,R 1250 GS GS Trophy,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2023,1250.0,Dual Sport
5.0,22315.0,R 1250 GS Adventure Triple Black,New 2022 BMW Dual Sport,"2022 BMW R 1250 GS Adventure Triple Black,  * No handling or set up fees! * Ask your salesperson how you can get your initial service included with purchase. Find current manufacturer's promotions - Copy this link to your browser: https://www.aspowersports.com/promotions-motorcycles-scooters-sales-deals-roseville-sacramento-eldorado-hills-california--promos -- Note: where stock images are  , photos may include accessories or options that are not included on the specific motorcycle for sale. -- * All advertised vehicles are subject to prior sale. We reserve the right to make changes without notice, and are not responsible for errors or omissions. New vehicles sold by A&S Motorcycles are subject to freight, title transfer and document preparation fees. Vehicle sales within California are subject to state sales tax, and license fees. If you are not a California resident but take delivery within California, you pay CA sales tax at the minimum rate and a title transfer fee. If you take delivery outside California, laws regarding titling, and taxes vary from state to state; please contact your local Department of Motor Vehicles for information. Some states have a reciprocal tax agreement with California. *Trade-ins: A&S Motorcycles can accept your motorcycle, scooter, car, or truck in trade toward the purchase of a motorcycle. Please call today! All trades are subject to mechanical inspection by our service dept. -- * For over 50 years, A&S Motorcycles has been the premiere Sacramento area motorcycle shop. We specialize in fine European machines from BMW, Ducati, Triumph, Energica and Royal Enfield. We've earned our reputation by offering the best bikes, new and  , along with excellent customer service. Whether you need parts, riding gear or accessories to make your bike unique, we are here for you. It's About the Ride! -- A&S Motorcycles | DLR # 05872 | 916-726-7334 | www.aspowersports.com | It's About the Ride! Model 22RA R 1250 GS ADVENTURE USD 20,345.00 Color N0S Black Storm / Black / Agate Grey Metallic N/C Upholstery N/C Options ZPL Premium Light Package 2,025.00 530 TPM (Tire Pressure Monitor) N/C 562 LED Auxiliary Lights N/C ZSA Gear Shift Assist 475.00 719 Variation From Standard N/C 230 Comfort Package N/C 193 Keyless Ride N/C 19F Design option silencer N/C 340 Chrome Exhaust Pipe N/C 519 Heated Grips N/C 233 Touring Package N/C 272 GPS Preparation N/C 538 Cruise Control N/C 680 Saddle Bag Mounts for ALU Cases N/C 458 Style Triple Black 600.00 771 Cross Spoke Wheels N/C 518 Heated Seat 225.00 5AB Brake Light US N/C 5AD Cruising Light N/C Net Total 23,670.00 Destination Charge 645.00 Total Suggested Price 24,315.00",BMW,2022,1250.0,Dual Sport
14.0,24515.0,R1250GS ADVENTURE 1250 GS ADVENTURE,New 2022 BMW Dual Sport,"The BMW R 1250 GS Adventure;;No destination is too far;;The world is there to be discovered. There's always something new. The R 1250 GS is the queen of the touring enduro It's just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease. Because we know: Your ideas for travelling the world are endless. Just typical #SpiritOfGS.",BMW,2022,1250.0,Dual Sport
0.0,24515.0,R 1250 GS Adventure,New 2022 BMW Dual Sport,,BMW,2022,1250.0,Dual Sport
0.0,5740.0,G 310 R,New 2022 BMW Standard,,BMW,2022,310.0,Standard
0.0,5740.0,G 310 R,New 2022 BMW Standard,,BMW,2022,310.0,Standard
6.0,24315.0,R 1250 GS Adventure Triple Black,New 2022 BMW Dual Sport,"The world is there to be discovered. Theres always something new. The R 1250 GS is the queen of the touring enduro Its just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease. Because we know: Your ideas for travelling the world are endless. Just typical #SpiritOfGS.",BMW,2022,1250.0,Dual Sport
6.0,22030.0,R 1250 GS Rally,New 2022 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS.",BMW,2022,1250.0,Dual Sport
2.0,23999.0,R1800TC BASE,New 2022 BMW Touring,,BMW,2022,1800.0,Touring
115.0,27500.0,K 1600 GTL Black Storm Metallic,New 2022 BMW Sportbike,"There is a German proverb along the lines of anyone who travels with ambitions never travels alone. This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. - The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here truly in the spirit of #RideAndShare.",BMW,2022,1600.0,Sportbike
5.0,30240.0,R 18 Transcontinental,New 2022 BMW Cruiser,,BMW,2022,18.0,Cruiser
6.0,17740.0,R 1250 RS Imperial Blue Metallic,New 2022 BMW Sportbike,"Each tour is determined by two factors: time and distance. With the BMW R 1250 RS you can get more out of every tour. The rich 105 lb-ft torque and 136 hp of the boxer engine accelerate you quickly to your cruising speed. The innovative BMW ShiftCam technology offers you more torque over the entire speed range, so you can rocket to an impressive sprint in every riding situation. The redesigned front gives the full-LED headlight a fresh, sporty look and performs or rides aerodynamically into the wind. This way, you can ride quickly and comfortably at any time. One thing is certain - no matter how much road you ride, with the R 1250 RS your riding pleasure grows with every mile you ride.",BMW,2022,1250.0,Sportbike
0.0,24865.0,R 1250 GS ADVENTURE,New 2022 BMW Dual Sport,"22RA  R 1250 GS ADVENTURE USD 20,345.00   Color N2E   Light White / Racing Blue / Racing Red N/C   Upholstery        N/C   Options 230     Comfort Package N/C                 193     Keyless Ride N/C                 19F     Design option silencer N/C                 340     Chrome Exhaust Pipe N/C                 519     Heated Grips N/C     233     Touring Package N/C                 272     GPS Preparation N/C                 538     Cruise Control N/C                 680     Saddle Bag Mounts for ALU Cases N/C     235     Dynamic Package N/C                 191     Dynamic ESA N/C                 222     Gear Shift Assist Pro N/C                 224     Ride Modes Pro N/C     453     Rally Style Package 800.00                 413Passenger Kit N/C                 771     Cross Spoke Wheels N/C     18B     Dynamic Engine Brake Control N/C     19Z     Halogen Headlight -500.00     530     TPM (Tire Pressure Monitor) N/C     562     LED Auxiliary Lights N/C     5AB     Brake Light US N/C     5AD     Cruising Light N/C     ZP2     Premium Package 2 3,575.00              Net Total 24,220.00              Destination Charge 645.00              Total Suggested Price 24,865.00",BMW,2022,1250.0,Dual Sport
2900.0,11500.0,F 900 XR,  2021 BMW Sport Touring,,BMW,2021,900.0,Sport Touring
38.0,18999.0,F 850 GS Adventure 40 Years GS,  2021 BMW Dual Sport,"Since 1980, GS has stood for unique motorcycles that are part of every adventure. We are celebrating this year with the ""40 Years GS"" edition. It is an homage to the history of the GS and invokes the unique look of the legendary R 100 GS while also utilizing the latest technology. A true F 850 GS Adventure with striking flyline and balanced GS ergonomics. With this bike, you can conquer new terrain, take on any adventure, be part of a unique community and live the #SpiritofGS.",BMW,2021,850.0,Dual Sport
38.0,18999.0,F 850 GS Adventure 40 Years GS,  2021 BMW Dual Sport,"Since 1980, GS has stood for unique motorcycles that are part of every adventure. We are celebrating this year with the ""40 Years GS"" edition. It is an homage to the history of the GS and invokes the unique look of the legendary R 100 GS while also utilizing the latest technology. A true F 850 GS Adventure with striking flyline and balanced GS ergonomics. With this bike, you can conquer new terrain, take on any adventure, be part of a unique community and live the #SpiritofGS.",BMW,2021,850.0,Dual Sport
10500.0,19750.0,K 1600 GRAND AMERICA,  2019 BMW Sport Touring,,BMW,2019,1600.0,Sport Touring
10698.0,12500.0,S 1000 XR,  2019 BMW Sport Touring,,BMW,2019,1000.0,Sport Touring
58698.0,6999.0,R 1200 RT,  2016 BMW Touring,,BMW,2016,1200.0,Touring
11000.0,14995.0,S 1000 RR Black Storm Metallic / Racing Red,  2016 BMW Sportbike,"The S 1000 RR revolutionized the supersports class when it first came out in 2009. Now it steps up to the very same challenge. The current S 1000 RR model has been completely revised: BMW Motorrad engineers have entirely revised the bike's technology, design and fittings. The result: in its origins a genuine Double R, on the road a new supersports machine.",BMW,2016,1000.0,Sportbike
12046.0,11000.0,K 1600 GT,  2014 BMW Cruiser,,BMW,2014,1600.0,Cruiser
29900.0,1750.0,R 1150 RT,  2002 BMW Touring,,BMW,2002,1150.0,Touring
22000.0,2700.0,K 100 RT,  1985 BMW Sport Touring,,BMW,1985,100.0,Sport Touring
11.0,21935.0,R1250GS 1250 GS,New 2023 BMW Sport Touring,,BMW,2023,1250.0,Sport Touring
3.0,23700.0,S 1000 RR,New 2023 BMW Sportbike,,BMW,2023,1000.0,Sportbike
3.0,29290.0,R 18 Transcontinental,New 2023 BMW Touring,,BMW,2023,18.0,Touring
243.0,21999.0,R 18 Transcontinental (DEMO),New 2022 BMW Cruiser,,BMW,2022,18.0,Cruiser
558.0,19999.0,S 1000,  2022 BMW Dual Sport,CALL HENRY 732-906-9292 X 1001,BMW,2022,1000.0,Dual Sport
10.0,20055.0,R1250R 1250 R,New 2022 BMW Standard,DEMO!!!,BMW,2022,1250.0,Standard
300.0,15123.0,R NINET URBAN G/S - EDITION 40 YEARS GS,  2021 BMW Dual Sport,,BMW,2021,40.0,Dual Sport
3600.0,23000.0,S 1000 RR,  2021 BMW Sportbike,,BMW,2021,1000.0,Sportbike
3624.0,14500.0,F 850 GSA 850 GS ADVENTURE,  2021 BMW Dual Sport,,BMW,2021,850.0,Dual Sport
5600.0,8500.0,F900R 900 R,  2020 BMW Cruiser,"Cylinder guard, new tires, GPS mount.",BMW,2020,900.0,Cruiser
2000.0,22800.0,R 1000,  2020 BMW Super Moto,,BMW,2020,1000.0,Super Moto
876.0,19999.0,K 1600 GTL,  2018 BMW Touring,"2018 BMW K 1600 GTL,",BMW,2018,1600.0,Touring
12958.0,14999.0,S 1000 RR,  2018 BMW Sportbike,CALL HENRY 732-906-9292 X 1001,BMW,2018,1000.0,Sportbike
40000.0,19500.0,K 1600 GTL,  2018 BMW Sport Touring,,BMW,2018,1600.0,Sport Touring
10741.0,13000.0,R 1200 RT,  2014 BMW Sport Touring,,BMW,2014,1200.0,Sport Touring
32000.0,5000.0,R 1100 S,  2000 BMW Sportbike,,BMW,2000,1100.0,Sportbike
7.0,24370.0,R1250GS ADVENTURE 1250 GS ADVENTURE,New 2022 BMW Dual Sport,"Keyless Ride, Chrome Exhaust Pipe, Heated Grips, TPM, GPS Preparation, Cruise Control, Saddlebag Mounts for BMW Aluminum Side Cases, Cross Spoke Wheels, LED Auxiliary Lights, Gear Shift Assist, Brake Light US, Cruising Light.",BMW,2022,1250.0,Dual Sport
282.0,35000.0,R 1250,  2021 BMW Sport Touring,.. 282 Miles Like New,BMW,2021,1250.0,Sport Touring
4200.0,10500.0,F 900 R,  2021 BMW Sport Touring,,BMW,2021,900.0,Sport Touring
63643.0,11500.0,R1200RT,  2017 BMW Standard,"Extra brake light, extra driving lights, rear trunk, cylnder guards with foot rest, side bag guards.",BMW,2017,1200.0,Standard
4800.0,6500.0,K 1200 S,  2007 BMW Sportbike,,BMW,2007,1200.0,Sportbike
83750.0,3595.0,R1200RT,  2007 BMW Cruiser,"Has GPS, Tall Mirrors, Foot Rests, Well Maintained",BMW,2007,1200.0,Cruiser
45000.0,5000.0,K 1200 LT,  2005 BMW Sport Touring,,BMW,2005,1200.0,Sport Touring
55193.0,3999.0,R1150RT,  2003 BMW Standard,,BMW,2003,1150.0,Standard
37800.0,4600.0,K 1200 RS,  2002 BMW Sport Touring,,BMW,2002,1200.0,Sport Touring
7.0,23025.0,R1250GS 1250 GS,New 2023 BMW Dual Sport,Rally Package. Sport Suspension. Premium Package. Comfort Package. Touring Package. Dynamic Package.,BMW,2023,1250.0,Dual Sport
302.0,25000.0,R 1250 RT,  2023 BMW Touring,,BMW,2023,1250.0,Touring
4.0,12590.0,F900R 900 R,New 2022 BMW Dual Sport,Premium Package,BMW,2022,900.0,Dual Sport
7.0,24515.0,R1250GS ADVENTURE 1250 GS ADVENTURE,New 2022 BMW Dual Sport,Premium Light Package,BMW,2022,1250.0,Dual Sport
3.0,5945.0,G 310 GS,New 2022 BMW Standard,Order yours today,BMW,2022,310.0,Standard
6000.0,11990.0,S 1000 XR,  2016 BMW Dual Sport,,BMW,2016,1000.0,Dual Sport
38623.0,6950.0,R 1200 RT,  2009 BMW Sport Touring,,BMW,2009,1200.0,Sport Touring
4.0,24370.0,R1250GS ADVENTURE 1250 GS ADVENTURE,New 2022 BMW Dual Sport,Premium Light Package,BMW,2022,1250.0,Dual Sport
4.0,24515.0,R1250GS ADVENTURE 1250 GS ADVENTURE,New 2022 BMW Dual Sport,Premium Light Package,BMW,2022,1250.0,Dual Sport
4.0,24315.0,R1250GS ADVENTURE 1250 GS ADVENTURE,New 2022 BMW Dual Sport,Premium Light Package,BMW,2022,1250.0,Dual Sport
8100.0,17500.0,S 1000 RR,  2020 BMW Sportbike,,BMW,2020,1000.0,Sportbike
3624.0,10500.0,F 750,  2019 BMW Dual Sport,,BMW,2019,750.0,Dual Sport
0.0,5785.0,G 310 R,New 2023 BMW Standard,,BMW,2023,310.0,Standard
1.0,19765.0,R1250 RS,New 2023 BMW Standard,,BMW,2023,1250.0,Standard
2.0,28175.0,R 1250 GS Adventure,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
2.0,13470.0,CE 04,New 2023 BMW Scooter,"Premium, Comfort, and Dynamic packages. Ride Modes Pro, Adaptive Headlight, Backrest Comfort Seat, and Heated Grips!",BMW,2023,4.0,Scooter
8.0,24750.0,R1250GS ADVENTURE 1250 GS ADVENTURE,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
3.0,26005.0,R 1250 GS Adventure,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
4.0,23790.0,R1250GS LOW 1250 GS,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
4.0,25915.0,R 1250 GS Adventure,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
0.0,25175.0,R1250GS ADVENTURE LOW 1250 GS ADVENTURE,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
0.0,29290.0,R18 TC BASE,New 2023 BMW Cruiser,,BMW,2023,18.0,Cruiser
0.0,22860.0,R1250GS 1250 GS,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
0.0,23280.0,R1250 GS,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
2.0,26005.0,R 1250 GS Adventure,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
4.0,16130.0,F 850 GS 850 GS ADVENTURE,New 2023 BMW Dual Sport,,BMW,2023,850.0,Dual Sport
4.0,25580.0,R 1250 GS Adventure GS Trophy,New 2023 BMW Standard,,BMW,2023,1250.0,Standard
4.0,26255.0,R 1250 GS Adventure GS Trophy,New 2023 BMW Standard,,BMW,2023,1250.0,Standard
0.0,23700.0,S1000RR,New 2023 BMW Sportbike,Premium Package,BMW,2023,1000.0,Sportbike
4.0,27065.0,R 1250 RT,New 2023 BMW Sport Touring,,BMW,2023,1250.0,Sport Touring
0.0,5785.0,G 310 R,New 2023 BMW Standard,"Model 23G3  G 310 R USD 4,995.00   Color NA5   Racing Red N/C   Upholstery        N/C   Options 45A     Style Passion Package 195.00              Net Total 5,190.00              Destination Charge 595.00              Total Suggested Price 5,785.00",BMW,2023,310.0,Standard
4.0,26690.0,R 1250 GS Adventure,New 2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
4.0,28590.0,K 1600 B,New 2022 BMW Touring,,BMW,2022,1600.0,Touring
0.0,21890.0,S1000 XR,New 2022 BMW Dual Sport,,BMW,2022,1000.0,Dual Sport
